Home pipettor,2.89,
Home pipettor,2.73,
Home pipettor along Z,6.95,
Pause for user input -> Ok Pressed,24.06,
Home pipettor along Z,6.99,
Pause for user input -> Ok Pressed,18.05,
Home pipettor,38.71,
Home pipettor along Z,6.89,
Pause for user input -> Cancel Pressed,6.55,
Pickup tips from A column 1,17.58,
Move clamp B,0.1,
Move clamp C,0.11,
Home pipettor,38.41,
Pickup tips from A column 8,18.44,
Move to Reagent Cartridge tray A column 5 with 50 uL tips,10.12,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,4.09,
Move to Pre-Amp Thermocycler column 2 with 50 uL tips moving up by 10000,15.42,
Dispense 30 uLs with 50 uL tips at Low pressure 1 time,4.1,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 50 uL tips at Low pressure 1 time,4.05,
Move relative down by 10000,1.86,
Aspirate 5 uLs with 50 uL tips at Low pressure 1 time,4.07,
Move relative up by 100000,2.74,
Dispense 5 uLs with 50 uL tips at Low pressure 1 time,4.07,
Delay for 3 seconds,3.01,
Dispense 2 uLs with 50 uL tips at Low pressure 1 time,3.92,
Move relative down by 100000,2.78,
Eject tips in A column 8,18.29,
Pickup tips from A column 7,22.73,
Move to Pre-Amp Thermocycler column 1 with 50 uL tips,10.75,
Aspirate 10 uLs with 50 uL tips at Low pressure 1 time,4.06,
Move to Pre-Amp Thermocycler column 2 with 50 uL tips moving up by 30000,13.53,
Dispense 10 uLs with 50 uL tips at Low pressure 1 time,4.09,
Move relative down by 30000,2.34,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,4.04,
Delay for 2 seconds,2.02,
Dispense 30 uLs with 50 uL tips at High pressure 1 time,4.04,
Delay for 2 seconds,2.02,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,4.06,
Delay for 2 seconds,2.02,
Dispense 30 uLs with 50 uL tips at High pressure 1 time,4.2,
Delay for 2 seconds,2.01,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,4.1,
Delay for 2 seconds,2.01,
Dispense 30 uLs with 50 uL tips at High pressure 1 time,4.09,
Delay for 2 seconds,2.02,
Aspirate 30 uLs with 50 uL tips at Low pressure 1 time,4.1,
Delay for 2 seconds,2.02,
Dispense 30 uLs with 50 uL tips at High pressure 1 time,4.11,
Delay for 2 seconds,2.02,
Dispense 30 uLs with 50 uL tips at High pressure 1 time,4.15,
Delay for 2 seconds,2.02,
Delay for 3 seconds,3.02,
Dispense 10 uLs with 50 uL tips at Low pressure 1 time,4.08,
Delay for 10 seconds,10.02,
Aspirate 5 uLs with 50 uL tips at Low pressure 1 time,3.97,
Move relative up by 100000,2.72,
Dispense 5 uLs with 50 uL tips at Low pressure 1 time,3.97,
Delay for 3 seconds,3.01,
Dispense 2 uLs with 50 uL tips at Low pressure 1 time,3.93,
Move relative down by 100000,2.7,
Eject tips in A column 7,18.18,
Pickup tips from A column 8,22.74,
Move to Reagent Cartridge tray A column 8 with 50 uL tips,9.78,
Aspirate 18 uLs with 50 uL tips at Low pressure 1 time,4.05,
Move to Mag Separator column 10 with 50 uL tips moving up by 132000,14.97,
Dispense 18 uLs with 50 uL tips at Low pressure 1 time,4.09,
Delay for 10 seconds,10.02,
Dispense 10 uLs with 50 uL tips at High pressure 1 time,4.11,
Move relative down by 50000,2.5,
Eject tips in A column 8,17.84,
Delay for 2 minutes,120.01,
Pickup tips from A column 7,22.7,
Move to Pre-Amp Thermocycler column 2 with 50 uL tips,10.66,
Aspirate 8 uLs with 50 uL tips at Low pressure 1 time,4.08,
Move to Mag Separator column 10 with 50 uL tips moving up by 132000,14.71,
Dispense 8 uLs with 50 uL tips at Low pressure 1 time,4.07,
Delay for 3 seconds,3.02,
Dispense 5 uLs with 50 uL tips at Low pressure 1 time,4.08,
Move relative down by 50000,2.52,
Aspirate 20 uLs with 50 uL tips at Lowest pressure 1 time,4.34,
Delay for 3 seconds,3.02,
Dispense 20 uLs with 50 uL tips at High pressure 1 time,4.06,
Delay for 3 seconds,3.01,
Aspirate 20 uLs with 50 uL tips at Lowest pressure 1 time,4.36,
Delay for 3 seconds,3.02,
Dispense 20 uLs with 50 uL tips at High pressure 1 time,4.1,
Delay for 3 seconds,3.02,
Aspirate 20 uLs with 50 uL tips at Lowest pressure 1 time,4.33,
