Pickup tips from B column 4,22.32,
Move to DG8 tray B column 3 with 200 uL tips moving left by 200 up by 591500,8.71,
Aspirate 85 uLs with 200 uL tips at Lowest pressure 1 time,7.13,
Move to Tray tray C column 1 with 200 uL tips,14.62,
Pause for user input -> Ok Pressed,20.88,
Dispense 85 uLs with 200 uL tips at Lowest pressure 1 time,6.26,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.01,
Move to Reagent Cartridge tray B column 2 with 200 uL tips,15.24,
Aspirate 200 uLs with 200 uL tips at Low pressure 1 time,5.1,
Move to Tray tray C column 1 with 200 uL tips,15.37,
Pause for user input -> Ok Pressed,8.19,
