Home pipettor,40.4,
Pickup tips from A column 1,18.68,
Home pipettor,17.54,
Pickup tips from A column 1,18.71,
Move to Reagent Cartridge tray A column 1 with 1000 uL tips,9.89,
Aspirate 935 uLs with 1000 uL tips at High pressure 1 time,54.61,
Home pipettor,44.76,
Aspirate 2 uLs with 1000 uL tips at Lowest pressure 1 time,4.05,
Move to Mag Separator column 1 with 1000 uL tips moving up by 30000,11.08,
Home pipettor along Z,6.01,
Move to Mag Separator column 1 with 1000 uL tips moving up by 30000,7.82,
Aspirate 200 uLs with 1000 uL tips at Low pressure 1 time,7.3,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.58,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.25,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.33,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.48,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.54,
Dispense 200 uLs with 1000 uL tips at Low pressure 1 time,5.89,
Home pipettor,52.89,
Pickup tips from A column 12,18.21,
Move to Mag Separator column 1 with 50 uL tips,11.05,
Aspirate 100 uLs with 200 uL tips at Low pressure 1 time,4.57,
Home pipettor along Z,6.74,
Move to Mag Separator column 1 with 200 uL tips,8.57,
Dispense 150 uLs with 200 uL tips at Low pressure 1 time,4.6,
Eject tips in A column 12,18.38,
Pickup tips from A column 2,23.46,
Move to Mag Separator column 1 with 1000 uL tips moving up by 30000,10.02,
Eject tips in A column 2,17.24,
Pickup tips from A column 12,23.46,
Move to Chiller column 1 with 200 uL tips,10.61,
Move to Reagent Cartridge tray A column 9 with 200 uL tips,15.6,
Aspirate 100 uLs with 200 uL tips at High pressure 1 time,4.28,
Move to Tray tray A column 1 with 200 uL tips,16.75,
Home pipettor,29.46,
Move to Mag Separator column 1 with 200 uL tips,11.79,
Dispense 100 uLs with 200 uL tips at Low pressure 1 time,4.5,
Aspirate 100 uLs with 200 uL tips at High pressure 1 time,4.23,
Move to Tray tray A column 1 with 200 uL tips,16.77,
Dispense 100 uLs with 200 uL tips at Lowest pressure 1 time,6.0,
Aspirate 100 uLs with 200 uL tips at Lowest pressure 1 time,8.3,
Dispense 100 uLs with 200 uL tips at Lowest pressure 1 time,6.12,
Eject tips in A column 12,17.25,
Home pipettor,12.4,
Pickup tips from A column 10,18.08,
Move to Mag Separator column 1 with 200 uL tips,11.02,
Aspirate 100 uLs with 200 uL tips at High pressure 1 time,4.2,
Move to Tray tray A column 1 with 200 uL tips,16.78,
Pause for user input -> Ok Pressed,14.93,
Move relative down by 10000,1.86,
Dispense 100 uLs with 200 uL tips at Lowest pressure 1 time,6.09,
Home pipettor,29.81,
Eject tips in A column 10,12.07,
Pickup tips from B column 5,23.34,
Aspirate 15 uLs with 50 uL tips at Low pressure 1 time,4.13,
Home pipettor along Z,6.21,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.35,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.08,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.2,
Move relative up by 10000,1.87,
Move to Chiller column 12 with 50 uL tips,15.89,
Pause for user input -> Cancel Pressed,9.82,
Move relative down by 20000,2.08,
Aspirate 15 uLs with 50 uL tips at Low pressure 1 time,4.08,
Delay for 5 seconds,5.01,
Home pipettor,9.25,
Move to Chiller column 12 with 50 uL tips moving up by 50000,10.56,
Aspirate 15 uLs with 50 uL tips at Low pressure 1 time,4.06,
Delay for 10 seconds,10.03,
Move to Tray tray A column 1 with 50 uL tips,15.56,
Pause for user input -> Cancel Pressed,6.52,
Move to Chiller column 12 with 50 uL tips moving down by 50000,15.92,
Aspirate 15 uLs with 50 uL tips at Low pressure 1 time,4.09,
Delay for 10 seconds,10.01,
Move to Tray tray A column 1 with 50 uL tips,15.81,
Pause for user input -> Ok Pressed,28.27,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.1,
Delay for 3 seconds,3.02,
Move relative up by 10000,1.85,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.23,
Delay for 3 seconds,3.02,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.27,
Home pipettor along Z,6.6,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.56,
Aspirate 20 uLs with 50 uL tips at Lowest pressure 1 time,13.72,
Delay for 40 seconds,40.02,
Move to Tray tray A column 1 with 50 uL tips,15.63,
Pause for user input -> Ok Pressed,4.91,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.11,
Delay for 3 seconds,3.01,
Move relative up by 10000,1.84,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.14,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.08,
Home pipettor along Z,6.66,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.56,
Aspirate 20 uLs with 50 uL tips at Lowest pressure 1 time,13.72,
Delay for 40 seconds,40.02,
Move to Tray tray A column 1 with 50 uL tips,15.7,
Pause for user input -> Ok Pressed,5.59,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.1,
Delay for 3 seconds,3.01,
Move relative up by 10000,1.84,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.11,
Delay for 3 seconds,3.03,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.06,
Home pipettor along Z,6.61,
Home pipettor,7.17,
Eject tips,1.79,
Eject tips,1.75,
Home pipettor,40.54,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.96,
Home pipettor,50.13,
Pickup tips from A column 11,18.2,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.1,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.24,
Move to Tray tray A column 1 with 200 uL tips,15.4,
Pause for user input -> Ok Pressed,2.26,
Dispense 60 uLs with 200 uL tips at Low pressure 1 time,4.23,
Move to DG8 tray A column 3 with 200 uL tips,15.85,
Aspirate 45 uLs with 200 uL tips at Lowest pressure 1 time,5.04,
Move to Tray tray A column 1 with 200 uL tips,15.76,
Pause for user input -> Ok Pressed,1.71,
Dispense 45 uLs with 200 uL tips at Lowest pressure 1 time,4.6,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.6,
Aspirate 30 uLs with 200 uL tips at Lowest pressure 1 time,4.76,
Move to Tray tray A column 1 with 200 uL tips,15.55,
Pause for user input -> Ok Pressed,0.94,
Dispense 30 uLs with 200 uL tips at Lowest pressure 1 time,4.39,
Eject tips in A column 11,17.12,
Pickup tips from B column 8,23.18,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.09,
Aspirate 25 uLs with 50 uL tips at Lowest pressure 1 time,4.64,
Delay for 30 seconds,30.02,
Home pipettor,50.2,
Move to DG8 tray A column 3 without tips moving down by 677000,11.5,
Generate Standard Droplets,82.97,
Pause for user input -> Ok Pressed,8.53,
Home pipettor,54.98,
Pickup tips from A column 11,13.68,
Home pipettor,38.27,
Pickup tips from A column 10,18.06,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.04,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.34,
Move to Tray tray A column 1 with 200 uL tips,15.68,
Pause for user input -> Ok Pressed,17.16,
Dispense 60 uLs with 200 uL tips at Low pressure 1 time,4.24,
Move to DG8 tray A column 3 with 200 uL tips,15.73,
Aspirate 45 uLs with 200 uL tips at Lowest pressure 1 time,5.73,
Move to Tray tray A column 1 with 200 uL tips,15.9,
Pause for user input -> Ok Pressed,9.23,
Dispense 45 uLs with 200 uL tips at Lowest pressure 1 time,4.85,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.67,
Aspirate 30 uLs with 200 uL tips at Lowest pressure 1 time,4.9,
Move to Tray tray A column 1 with 200 uL tips,15.73,
Pause for user input -> Ok Pressed,10.05,
Dispense 30 uLs with 200 uL tips at Lowest pressure 1 time,4.58,
Eject tips in A column 11,16.96,
Pickup tips from B column 8,22.96,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.02,
Aspirate 25 uLs with 50 uL tips at Lowest pressure 1 time,13.66,
Delay for 30 seconds,30.02,
Move to Tray tray A column 1 with 50 uL tips,15.9,
Pause for user input -> Ok Pressed,7.14,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.1,
Delay for 3 seconds,3.02,
Move relative up by 10000,1.82,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.24,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.08,
Eject tips in B column 8,16.99,
Home pipettor,40.91,
Home pipettor,55.72,
Move to DG8 tray A column 3 without tips moving down by 677000,11.55,
Generate Standard Droplets,82.97,
Pause for user input -> Ok Pressed,9.31,
Home pipettor along Z,7.54,
Pickup tips from A column 11,18.04,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.01,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.4,
Move to Tray tray A column 1 with 200 uL tips,15.75,
Pause for user input -> Ok Pressed,1.7,
Dispense 60 uLs with 200 uL tips at Lowest pressure 1 time,13.82,
Move to DG8 tray A column 3 with 200 uL tips,15.72,
Aspirate 55 uLs with 200 uL tips at Lowest pressure 1 time,5.96,
Delay for 10 seconds,10.02,
Move to Tray tray A column 1 with 200 uL tips,15.95,
Pause for user input -> Ok Pressed,50.95,
Dispense 55 uLs with 200 uL tips at Lowest pressure 1 time,4.9,
Delay for 3 seconds,3.03,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.14,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.7,
Aspirate 40 uLs with 200 uL tips at Lowest pressure 1 time,5.29,
Move to Tray tray A column 1 with 200 uL tips,15.7,
Pause for user input -> Ok Pressed,11.87,
Dispense 40 uLs with 200 uL tips at Lowest pressure 1 time,4.66,
Eject tips in A column 11,17.01,
Pickup tips from B column 8,22.99,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.02,
Aspirate 25 uLs with 50 uL tips at Lowest pressure 1 time,13.79,
Delay for 30 seconds,30.02,
Move to Tray tray A column 1 with 50 uL tips,15.86,
Pause for user input -> Ok Pressed,7.5,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.06,
Delay for 3 seconds,3.02,
Move relative up by 10000,1.82,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.08,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,3.95,
Eject tips in B column 8,17.05,
Home pipettor,40.94,
Home pipettor,2.79,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.67,
Aspirate 100 uLs with 200 uL tips at Low pressure 1 time,4.42,
Move to Tray tray A column 1 with 200 uL tips,16.08,
Pause for user input -> Ok Pressed,285.19,
Dispense 50 uLs with 200 uL tips at Lowest pressure 1 time,4.78,
Delay for 3 seconds,3.01,
Home pipettor along Z,6.6,
Move to Tray tray A column 1 with 200 uL tips,8.41,
Dispense 50 uLs with 200 uL tips at Lowest pressure 1 time,4.74,
Home pipettor along Z,6.6,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.49,
Aspirate 150 uLs with 200 uL tips at Low pressure 1 time,4.62,
Move to Tray tray A column 1 with 200 uL tips,15.65,
Pause for user input -> Cancel Pressed,25.78,
Dispense 50 uLs with 200 uL tips at Lowest pressure 1 time,4.77,
Delay for 3 seconds,3.01,
Home pipettor along Z,6.58,
Move to Tray tray A column 1 with 200 uL tips,8.43,
Pause for user input -> Ok Pressed,8.51,
Dispense 50 uLs with 200 uL tips at Lowest pressure 1 time,4.63,
Home pipettor along Z,6.58,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.47,
Aspirate 100 uLs with 200 uL tips at Low pressure 1 time,4.46,
Move to Tray tray A column 1 with 200 uL tips,15.65,
Pause for user input -> Ok Pressed,3.56,
Dispense 40 uLs with 200 uL tips at Lowest pressure 1 time,4.51,
Delay for 3 seconds,3.02,
Home pipettor along Z,6.61,
Move to Tray tray A column 1 with 200 uL tips,8.42,
Pause for user input -> Ok Pressed,3.05,
Dispense 40 uLs with 200 uL tips at Lowest pressure 1 time,4.54,
Home pipettor along Z,6.62,
Move to Tray tray A column 1 with 200 uL tips,8.33,
Pause for user input -> Ok Pressed,2.02,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.12,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.16,
Delay for 3 seconds,3.03,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.09,
Delay for 3 seconds,3.01,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,3.96,
Delay for 3 seconds,3.02,
Home pipettor along Z,6.58,
Move to Tray tray A column 1 with 200 uL tips,8.37,
Pause for user input -> Ok Pressed,1.29,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.09,
Delay for 3 seconds,3.02,
Home pipettor along Z,6.59,
Move to Tray tray A column 1 with 200 uL tips,8.4,
Pause for user input -> Ok Pressed,6.06,
Dispense 5 uLs with 200 uL tips at Lowest pressure 1 time,4.07,
Delay for 3 seconds,3.02,
Home pipettor along Z,6.61,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.42,
Aspirate 50 uLs with 200 uL tips at Low pressure 1 time,4.22,
Home pipettor along Z,6.58,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,8.51,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.21,
Dispense 200 uLs with 200 uL tips at High pressure 1 time,4.63,
Home pipettor,44.84,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.79,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.28,
Move to Tray tray A column 1 with 200 uL tips,15.67,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.85,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.21,
Move to Tray tray A column 1 with 200 uL tips,15.81,
Home pipettor along Z,6.75,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.63,
Aspirate 60 uLs with 200 uL tips at Lowest pressure 1 time,5.92,
Move to Tray tray A column 1 with 200 uL tips,15.8,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.85,
Aspirate 60 uLs with 200 uL tips at Lowest pressure 1 time,6.06,
Move to Tray tray A column 1 with 200 uL tips,15.55,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.88,
Aspirate 60 uLs with 200 uL tips at Lowest pressure 1 time,6.03,
Move to Tray tray A column 1 with 200 uL tips,15.73,
Home pipettor,29.58,
Home pipettor,2.78,
Move to DG8 tray A column 3 without tips moving down by 677000,11.53,
Generate Standard Droplets,69.53,
Pause for user input -> Ok Pressed,30.02,
Home pipettor along Z,7.57,
Pickup tips from A column 11,18.04,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,10.04,
Aspirate 60 uLs with 200 uL tips at Low pressure 1 time,4.39,
Move to Tray tray A column 1 with 200 uL tips,15.77,
Move to DG8 tray A column 3 with 200 uL tips,15.82,
Aspirate 75 uLs with 200 uL tips at Lowest pressure 1 time,6.92,
Delay for 10 seconds,10.02,
Move to Tray tray A column 1 with 200 uL tips,15.96,
Move to Reagent Cartridge tray A column 6 with 200 uL tips,15.67,
Aspirate 40 uLs with 200 uL tips at Lowest pressure 1 time,5.34,
Move to Tray tray A column 1 with 200 uL tips,15.8,
Eject tips in A column 11,17.25,
Pickup tips from B column 8,23.08,
Home pipettor,50.11,
Move to Chiller column 12 with 50 uL tips moving down by 50000,10.78,
Aspirate 25 uLs with 50 uL tips at Lowest pressure 1 time,13.81,
Delay for 30 seconds,30.01,
Move to Tray tray A column 1 with 50 uL tips,15.78,
Pause for user input -> Ok Pressed,11.3,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.07,
Delay for 3 seconds,3.01,
Move relative up by 10000,1.84,
Dispense 5 uLs with 50 uL tips at Lowest pressure 1 time,4.09,
Delay for 3 seconds,3.01,
Eject tips in B column 8,17.18,
Home pipettor along Z,7.09,
Home pipettor,2.78,
Home pipettor,11.21,
Home pipettor,2.78,
Move Chip C,34.65,
Move Lid C,33.8,
Move Engaged Chip C,31.16,
Move Chip D,33.42,
Move Lid D,34.44,
Pause for user input -> Ok Pressed,18.37,
Move Engaged Chip D,31.1,
Home pipettor fast,19.7,
Move Chip C,34.87,
Move Lid C,33.76,
Move Engaged Chip C,31.06,
Move Chip D,33.58,
Move Lid D,34.14,
Pause for user input -> Ok Pressed,13.52,
Move Engaged Chip D,30.97,
Move Chip C,33.44,
Move Lid C,33.73,
Move Engaged Chip C,30.97,
Move Chip D,33.76,
Move Lid D,33.99,
Pause for user input -> Ok Pressed,96.76,
Move Engaged Chip D,30.98,
Home pipettor,52.07,
Move Chip C,34.62,
Move Lid C,33.82,
Move Engaged Chip C,30.93,
Move Chip D,33.59,
Move Lid D,33.94,
Pause for user input -> Ok Pressed,7.05,
Move Engaged Chip D,30.96,
Move Engaged Chip D,33.67,
Home pipettor along Z,5.66,
