Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1291500, velocity='80000'),1.12,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.07,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.23,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.19,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.19,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),51.05,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-248300, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-960000, velocity='80000'),1.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-205000, velocity='150000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-980000, velocity='80000'),2.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1020000, velocity='80000'),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-620000, velocity='80000'),10.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1020000, velocity='80000'),10.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-243300, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-248300, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1060000, velocity='80000'),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1050000, velocity='80000'),1.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1055000, velocity='80000'),1.58,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),45.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.18,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),46.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1031000, velocity='80000'),2.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-6400, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-11400, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-125000, velocity='150000'),2.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-121000, velocity='150000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-16400, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1011000, velocity='80000'),2.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-11400, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-13400, velocity='20000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-14900, velocity='20000'),1.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-15400, velocity='20000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-120500, velocity='150000'),1.11,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-120000, velocity='150000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-118500, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-117500, velocity='150000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1021000, velocity='80000'),1.81,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),25.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1041000, velocity='80000'),2.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1046000, velocity='80000'),1.6,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-20, pipette_tip_type=200),8.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1045000, velocity='80000'),1.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-248800, velocity='20000'),1.14,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1050000, velocity='80000'),1.59,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-20, pipette_tip_type=200),8.32,
