Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),10.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=128549, velocity='800000'),4.97,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),20.33,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.66,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=85606, velocity='800000'),5.03,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.64,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.96,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.94,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),9.19,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),43.54,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.96,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.95,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.95,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.92,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.92,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.94,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.94,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.93,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.56,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.96,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1040746, velocity='800000'),0.96,
Wait 2 seconds,delay,2,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),3.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1060746, velocity='800000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=136730, velocity='800000'),5.06,
Aspirate 60 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=600, pressure=-100, pipette_tip_type=200),3.4,
Dispense 60 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=600, pressure=100, turn_off_air_valve=True),4.12,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='800000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=143380, velocity='800000'),5.02,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-8, pipette_tip_type=200),5.41,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=20, turn_off_air_valve=True),4.52,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=20, turn_off_air_valve=True),4.25,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='800000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=131923, velocity='800000'),5.13,
Aspirate 90 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=900, pressure=-8, pipette_tip_type=200),8.78,
Dispense 90 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=900, pressure=20, turn_off_air_valve=True),5.4,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=20, turn_off_air_valve=True),4.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='800000'),0.93,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=200),3.71,
