Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),35.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=126611, velocity='800000'),5.1,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-240, pipette_tip_type=200),4.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='80000'),0.98,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=241, turn_off_air_valve=True),4.1,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='80000'),0.91,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-240, pipette_tip_type=200),4.22,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='80000'),0.91,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=241, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='80000'),0.91,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-240, pipette_tip_type=200),4.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='80000'),0.92,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=241, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='80000'),0.99,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-240, pipette_tip_type=200),4.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='80000'),0.97,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=241, turn_off_air_valve=True),4.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='80000'),0.91,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-240, pipette_tip_type=200),4.3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='80000'),0.9,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=241, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='80000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1039911, velocity='80000'),0.92,
Wait 10 seconds,delay,10,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),3.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1059911, velocity='80000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=91451, velocity='800000'),5.08,
Aspirate 70 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=700, pressure=-100, pipette_tip_type=200),3.49,
Dispense 70 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=700, pressure=100, turn_off_air_valve=True),4.29,
Wait 5 seconds,delay,5,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),3.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='80000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=91558, velocity='800000'),4.9,
Aspirate 85 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=850, pressure=-100, pipette_tip_type=200),3.44,
Dispense 85 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=850, pressure=100, turn_off_air_valve=True),4.37,
Wait 10 seconds,delay,10,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='80000'),0.97,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-240, pipette_tip_type=200),4.41,
Wait 2 seconds,delay,2,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=241, turn_off_air_valve=True),4.18,
Wait 2 seconds,delay,2,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-240, pipette_tip_type=200),4.38,
Wait 2 seconds,delay,2,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=241, turn_off_air_valve=True),4.23,
Wait 2 seconds,delay,2,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-240, pipette_tip_type=200),4.42,
Wait 2 seconds,delay,2,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=241, turn_off_air_valve=True),4.22,
Wait 2 seconds,delay,2,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-240, pipette_tip_type=200),4.38,
Wait 2 seconds,delay,2,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=241, turn_off_air_valve=True),4.2,
Wait 2 seconds,delay,2,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-240, pipette_tip_type=200),4.4,
Wait 2 seconds,delay,2,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=241, turn_off_air_valve=True),4.2,
Wait 2 seconds,delay,2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1005000, velocity='80000'),0.91,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.11,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='80000'),0.91,
Wait 2 minutes,delay,120.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=121981, velocity='800000'),5.07,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1055000, velocity='80000'),0.91,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1075000, velocity='80000'),0.91,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1055000, velocity='80000'),0.99,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1075000, velocity='80000'),0.97,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.6,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1055000, velocity='80000'),0.95,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1075000, velocity='80000'),0.92,
