Wait 3 minutes,delay,180.0,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 3 minutes,delay,180.0,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),39.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.26,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.31,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),14.81,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.21,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.18,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.26,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.3,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.2,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.1,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.22,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.21,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.25,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.33,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.29,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.17,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.25,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.15,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.28,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.16,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.28,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.22,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.3,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),34.22,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.29,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.17,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.28,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.2,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.27,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.17,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.29,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.28,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.29,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.19,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.31,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.18,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.28,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.2,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.28,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.09,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.26,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.16,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.29,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.19,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.3,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.17,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-380000, velocity='300000'),4.27,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=0, velocity='300000'),5.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1390000, velocity='3200000'),5.42,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.45,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.47,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1390000, velocity='3200000'),5.41,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.46,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1390000, velocity='3200000'),5.6,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=0, velocity='3200000'),6.55,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1390000, velocity='3200000'),5.4,
