Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.19,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-608000, velocity='80000'),1.84,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-397600, velocity='20000'),1.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-397100, velocity='20000'),1.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-396600, velocity='20000'),1.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-598000, velocity='80000'),1.86,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-588000, velocity='80000'),1.84,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-598000, velocity='80000'),1.86,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1003342, velocity='150000'),1.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-953342, velocity='150000'),2.52,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-608000, velocity='80000'),1.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1003342, velocity='150000'),2.51,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-953342, velocity='150000'),2.53,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-618000, velocity='80000'),1.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-951342, velocity='150000'),1.39,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-949342, velocity='150000'),1.38,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),49.31,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.1,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),8.28,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),7.27,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-747000, velocity='800000'),3.22,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=300, turn_off_air_valve=True),4.29,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),40.62,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.09,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),8.01,
Aspirate 135 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1350, pressure=-300, pipette_tip_type=1000),6.84,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),5.32,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),7.97,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=300, turn_off_air_valve=True),5.1,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=300, turn_off_air_valve=True),4.2,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),7.91,
Aspirate 135 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1350, pressure=-300, pipette_tip_type=1000),6.79,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),5.26,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),4.07,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),8.0,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=300, turn_off_air_valve=True),5.07,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),8.05,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=300, turn_off_air_valve=True),5.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-670000, velocity='800000'),3.39,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=300, turn_off_air_valve=True),4.23,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=300, turn_off_air_valve=True),4.17,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.56,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),12.7,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.29,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.1,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),10.71,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.23,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),12.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-942000, velocity='800000'),1.58,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),7.09,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-947000, velocity='800000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-251700, velocity='300000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-251900, velocity='300000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-252100, velocity='300000'),0.9,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),6.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-937000, velocity='800000'),1.83,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),7.98,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),6.46,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.05,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),8.52,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),7.73,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-300, pipette_tip_type=1000),8.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.28,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),17.0,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-300, pipette_tip_type=1000),8.54,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-300, pipette_tip_type=1000),7.53,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=300, turn_off_air_valve=True),5.66,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-300, pipette_tip_type=1000),7.38,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=300, turn_off_air_valve=True),5.59,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-300, pipette_tip_type=1000),7.38,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=300, turn_off_air_valve=True),5.66,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),8.32,
