Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),20.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.23,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),41.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.11,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),40.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.13,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.69,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.72,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.76,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.33,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.68,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.66,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),40.44,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.12,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.66,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.82,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.77,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.78,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.69,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),19.68,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.1,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),17.39,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.63,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.8,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),13.74,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=300, turn_off_air_valve=True),13.65,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.76,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),35.99,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.1,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-300, pipette_tip_type=1000),13.74,
Dispense 900 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9000, pressure=300, turn_off_air_valve=True),13.73,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-300, pipette_tip_type=1000),13.71,
Dispense 900 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9000, pressure=300, turn_off_air_valve=True),13.79,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.77,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.75,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.71,
Wait 20 minutes,delay,1200.0,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),43.66,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.7,
Wait 5 seconds,delay,5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.08,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),13.8,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=300, turn_off_air_valve=True),13.77,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=300, turn_off_air_valve=True),13.73,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=300, turn_off_air_valve=True),13.72,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=300, turn_off_air_valve=True),13.76,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=300, turn_off_air_valve=True),13.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275800, velocity='300000'),1.37,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=300, turn_off_air_valve=True),13.75,
Wait 3 seconds,delay,3,
