Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),33.66,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-441000, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-436000, velocity='20000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-431000, velocity='20000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-433500, velocity='20000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-20000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-60000, velocity='80000'),2.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-100000, velocity='80000'),2.49,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-140000, velocity='80000'),2.49,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-160000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-170000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-180000, velocity='80000'),1.81,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-80000, velocity='80000'),3.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-180000, velocity='80000'),3.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-190000, velocity='80000'),1.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-90000, velocity='80000'),3.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-1436500, velocity='150000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-80000, velocity='80000'),3.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-1435500, velocity='150000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-180000, velocity='80000'),3.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-1434500, velocity='150000'),1.11,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-130000, velocity='80000'),2.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-185000, velocity='80000'),1.56,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=15000, velocity='800000'),3.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-215000, velocity='800000'),3.13,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),54.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-187000, velocity='80000'),1.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=13000, velocity='800000'),3.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-5000, velocity='20000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-10000, velocity='20000'),1.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-15000, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-20000, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-15000, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-200000, velocity='80000'),5.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-25000, velocity='150000'),2.26,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-75000, velocity='150000'),2.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-125000, velocity='150000'),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-100000, velocity='150000'),2.25,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-110000, velocity='150000'),1.78,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-120000, velocity='150000'),1.76,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-110000, velocity='150000'),1.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-300000, velocity='80000'),3.84,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),3.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-20000, velocity='20000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-17500, velocity='20000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-15000, velocity='20000'),1.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-17500, velocity='20000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-16500, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-100000, velocity='150000'),1.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-105000, velocity='150000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-420000, velocity='80000'),2.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-440000, velocity='80000'),2.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-460000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-480000, velocity='80000'),2.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-110000, velocity='150000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-115000, velocity='150000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-17500, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-16500, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-17000, velocity='20000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-490000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-510000, velocity='80000'),1.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-520000, velocity='80000'),1.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-16800, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-16600, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-530000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-540000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-440000, velocity='80000'),3.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-165000, velocity='150000'),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-215000, velocity='150000'),2.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-265000, velocity='150000'),2.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-315000, velocity='150000'),2.49,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-365000, velocity='150000'),2.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-415000, velocity='150000'),2.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-465000, velocity='150000'),2.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-515000, velocity='150000'),2.5,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-565000, velocity='150000'),2.45,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-615000, velocity='150000'),2.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-595000, velocity='150000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-575000, velocity='150000'),2.26,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-585000, velocity='150000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-460000, velocity='80000'),2.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-480000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-580000, velocity='150000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-575000, velocity='150000'),1.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-577000, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-579000, velocity='150000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-520000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-540000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-440000, velocity='80000'),3.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-679000, velocity='150000'),3.16,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1179000, velocity='150000'),7.63,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1379000, velocity='150000'),4.29,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1579000, velocity='150000'),4.29,
