Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),5.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=80249, velocity='800000'),4.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272500, velocity='300000'),0.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272600, velocity='300000'),0.7,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.71,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.36,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.4,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272600, velocity='300000'),0.94,
Wait 10 seconds,delay,10,
Dispense 900 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9000, pressure=100, turn_off_air_valve=True),6.8,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.33,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=1000),3.54,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272600, velocity='300000'),0.89,
Wait 10 seconds,delay,10,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.19,
Wait 30 seconds,delay,30,
Dispense 900 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9000, pressure=10, turn_off_air_valve=True),13.65,
Dispense 900 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9000, pressure=10, turn_off_air_valve=True),13.71,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-100, pipette_tip_type=1000),6.11,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=20, turn_off_air_valve=True),13.71,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=200, turn_off_air_valve=True),4.82,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-200, pipette_tip_type=1000),5.32,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=200, turn_off_air_valve=True),5.2,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-200, pipette_tip_type=1000),5.28,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=200, turn_off_air_valve=True),5.18,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-200, pipette_tip_type=1000),5.25,
Dispense 800 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8000, pressure=200, turn_off_air_valve=True),5.21,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.34,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=1000),3.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272600, velocity='300000'),0.91,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.12,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.11,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.12,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.12,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.22,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.96,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.17,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.95,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.17,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.96,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.18,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.95,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.14,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.94,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-200, pipette_tip_type=1000),5.23,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=200, turn_off_air_valve=True),4.95,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=200, turn_off_air_valve=True),4.08,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=200, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=200, turn_off_air_valve=True),3.95,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.34,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=1000),3.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272600, velocity='300000'),0.93,
Wait 5 seconds,delay,5,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.06,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.05,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
