Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=117612, velocity='800000'),5.0,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-100, pipette_tip_type=1000),4.96,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.52,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.21,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-738000, velocity='800000'),0.97,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),5.85,
Wait 5 seconds,delay,5,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-955000, velocity='800000'),0.91,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.2,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.6,
Wait 5 seconds,delay,5,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.49,
Wait 5 seconds,delay,5,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.47,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.31,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-738000, velocity='800000'),0.92,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),5.82,
Wait 5 seconds,delay,5,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-955000, velocity='800000'),0.93,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.18,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.58,
Wait 5 seconds,delay,5,
