Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),36.08,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),43.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),6.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),6.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-472550, velocity='20000'),0.74,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-472350, velocity='20000'),0.66,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-472150, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-1886000, velocity='150000'),1.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-1884000, velocity='150000'),1.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-471950, velocity='20000'),0.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-466150, velocity='20000'),0.74,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-465950, velocity='20000'),0.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-465750, velocity='20000'),0.7,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-465950, velocity='20000'),0.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-338000, velocity='150000'),0.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-445950, velocity='20000'),0.68,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-445750, velocity='20000'),0.7,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.43,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.18,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.51,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.13,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.36,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),6.9,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),4.39,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),58.62,
