Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.7,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),40.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-300000, velocity='80000'),8.1,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),3.74,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-450000, velocity='80000'),2.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),2.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-510000, velocity='80000'),1.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-520000, velocity='80000'),1.86,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-515000, velocity='80000'),1.65,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-315000, velocity='800000'),3.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-515000, velocity='800000'),3.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),10.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),3.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-515000, velocity='80000'),2.09,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-510000, velocity='80000'),1.63,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-310000, velocity='800000'),3.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-510000, velocity='800000'),3.21,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),33.57,
Wait 3 seconds,delay,3,
Wait 2 seconds,delay,2,
Wait 2 seconds,delay,2,
Wait 3 seconds,delay,3,
Wait 2 seconds,delay,2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-208000, velocity='80000'),2.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-218000, velocity='80000'),1.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-220000, velocity='80000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-222000, velocity='80000'),1.36,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-22000, velocity='800000'),3.22,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-222000, velocity='800000'),3.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-225000, velocity='800000'),1.39,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-25000, velocity='800000'),3.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-225000, velocity='800000'),3.22,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-65000, velocity='800000'),3.22,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-265000, velocity='800000'),3.25,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-268000, velocity='800000'),1.38,
Wait 3 seconds,delay,3,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-68000, velocity='800000'),3.26,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-268000, velocity='800000'),3.24,
Wait 3 seconds,delay,3,
Wait 2 seconds,delay,2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-490000, velocity='80000'),2.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-574000, velocity='150000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-579000, velocity='150000'),1.62,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-574000, velocity='150000'),1.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-575000, velocity='150000'),1.14,
Wait 3 seconds,delay,3,
Wait 2 seconds,delay,2,
