Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),23.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-200000, velocity='80000'),6.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),6.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-600000, velocity='80000'),6.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-800000, velocity='80000'),6.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='80000'),3.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-258400, velocity='20000'),1.17,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-257900, velocity='20000'),1.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-257400, velocity='20000'),1.17,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-256900, velocity='20000'),1.16,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-257400, velocity='20000'),1.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-257900, velocity='20000'),1.15,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-940000, velocity='80000'),2.53,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-960000, velocity='80000'),2.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-257400, velocity='20000'),1.16,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-257600, velocity='20000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-257800, velocity='20000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-258000, velocity='20000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-258200, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-258400, velocity='20000'),0.93,
