Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1400000, velocity='80000'),31.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-629000, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-631000, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-633000, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-154550, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1519000, velocity='80000'),4.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1219000, velocity='80000'),8.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-399100, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1424250, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1426250, velocity='150000'),1.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-1428250, velocity='150000'),1.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-399300, velocity='20000'),0.9,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),6.87,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.06,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),6.8,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=100, turn_off_air_valve=True),4.17,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),6.77,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.27,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),6.76,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.23,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),59.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.17,
Aspirate 10 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=100, pressure=-100, pipette_tip_type=50),6.63,
Wait 5 seconds,delay,5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),59.98,
Dispense 6 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=60, pressure=100, turn_off_air_valve=True),4.1,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),59.28,
Wait 2 minutes,delay,120.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.24,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),15.66,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.24,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.69,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.02,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.68,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.03,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.7,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.12,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.62,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.12,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.68,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.1,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),6.62,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.09,
Wait 3 seconds,delay,3,
