Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),6.71,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),47.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.08,
Aspirate 800 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8000, pressure=-300, pipette_tip_type=1000),5.39,
Wait 3 minutes,delay,180.0,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),10.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-945000, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-947000, velocity='150000'),1.35,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.68,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-945000, velocity='150000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-947000, velocity='150000'),1.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),10.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-949000, velocity='150000'),1.37,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),3.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-550000, velocity='80000'),2.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396500, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-600000, velocity='80000'),2.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-610000, velocity='80000'),1.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396700, velocity='20000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396900, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-397100, velocity='20000'),0.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-397300, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-397500, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-397700, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-397900, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-398100, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-600000, velocity='80000'),1.81,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-951000, velocity='150000'),1.34,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),49.01,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-943200, velocity='150000'),0.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-943400, velocity='150000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-200000, velocity='80000'),5.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-945400, velocity='150000'),1.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=forwards, value=-947400, velocity='150000'),1.39,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),5.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-600000, velocity='80000'),5.94,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-595000, velocity='80000'),1.6,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.13,
Aspirate 402 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4020, pressure=-300, pipette_tip_type=1000),4.86,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),31.44,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=300, turn_off_air_valve=True),4.63,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=300, turn_off_air_valve=True),4.63,
Aspirate 402 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4020, pressure=-300, pipette_tip_type=1000),4.79,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.4,
