Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=70880, velocity='800000'),4.93,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.39,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-738000, velocity='800000'),0.94,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.06,
Wait 5 seconds,delay,5,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-955000, velocity='800000'),0.97,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.22,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.97,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.52,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.46,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-738000, velocity='800000'),0.98,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.09,
Wait 2 seconds,delay,2,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.39,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-955000, velocity='800000'),0.95,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.21,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.96,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.52,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.47,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.4,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-745019, velocity='800000'),0.95,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.11,
Wait 2 seconds,delay,2,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-962019, velocity='800000'),0.96,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.16,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),7.02,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.49,
Wait 2 seconds,delay,2,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),4.49,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),5.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-744000, velocity='800000'),0.96,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.07,
Wait 2 seconds,delay,2,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=100, turn_off_air_valve=True),4.37,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-961000, velocity='800000'),0.9,
Aspirate 850 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8500, pressure=-100, pipette_tip_type=1000),6.21,
