Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),7.12,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),7.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.1,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-400000, velocity='80000'),10.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-700000, velocity='80000'),7.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='80000'),7.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1100000, velocity='80000'),3.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1200000, velocity='80000'),3.87,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1250000, velocity='80000'),2.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1270000, velocity='80000'),2.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1280000, velocity='80000'),1.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1291500, velocity='80000'),1.82,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-500000, velocity='80000'),12.28,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-700000, velocity='80000'),5.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-900000, velocity='80000'),5.84,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-950000, velocity='80000'),2.67,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1000000, velocity='80000'),2.7,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-998000, velocity='80000'),1.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-996000, velocity='80000'),1.33,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-15, pipette_tip_type=50),8.47,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=20, turn_off_air_valve=True),5.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.11,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-15, pipette_tip_type=50),7.24,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=20, turn_off_air_valve=True),4.28,
