Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),43.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-666500, velocity='800000'),3.8,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.22,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-235800, velocity='20000'),0.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-236000, velocity='20000'),0.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-236200, velocity='20000'),0.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-236000, velocity='20000'),0.89,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.24,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.34,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.24,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.19,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1064500, velocity='80000'),1.35,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.14,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.24,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.34,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.25,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1062500, velocity='80000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1060500, velocity='80000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1062500, velocity='80000'),1.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1064500, velocity='80000'),1.35,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.22,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.23,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.2,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-100, pipette_tip_type=200),4.4,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-629800, velocity='3200000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-629300, velocity='3200000'),1.14,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-628800, velocity='3200000'),1.13,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=backwards, value=-626800, velocity='3200000'),1.38,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-100, pipette_tip_type=200),4.34,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.36,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),44.99,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.16,
