Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.52,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=80449, velocity='800000'),5.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='20000'),0.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='20000'),0.93,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.34,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.91,
Wait 2 seconds,delay,2,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.41,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.54,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.56,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.57,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.94,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.41,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.94,
Wait 2 seconds,delay,2,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.51,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.54,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.58,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.55,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.98,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.42,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.95,
Wait 2 seconds,delay,2,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.53,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.55,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.53,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.51,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.95,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.39,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.95,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.54,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.59,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.59,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.58,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.96,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.39,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.95,
Wait 1 second,delay,1,
Dispense 333 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3330, pressure=20, turn_off_air_valve=True),13.68,
Dispense 333 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3330, pressure=20, turn_off_air_valve=True),13.63,
Dispense 333 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3330, pressure=20, turn_off_air_valve=True),13.74,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),1.0,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),25.77,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=76848, velocity='800000'),5.03,
Aspirate 19 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=190, pressure=-100, pipette_tip_type=50),3.27,
Dispense 19 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=190, pressure=100, turn_off_air_valve=True),3.97,
Wait 2 seconds,delay,2,
